









Frequency of observations in the selected location(s).:
Number of taxa: 	955

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Northern Shoveler	0.0347819	0.0375039	0.0387361	0.0391497	0.0340998	0.0280485	0.0216181	0.0221203	0.0208695	0.0179253	0.015686	0.0116205	0.0091696	0.0068332	0.0040664	0.0029288	0.0017462	8.518E-4	7.316E-4	6.004E-4	0.0013095	6.925E-4	4.651E-4	3.079E-4	7.0E-5	0.0	1.836E-4	1.535E-4	3.4E-5	1.713E-4	4.277E-4	6.702E-4	0.0011151	0.0016188	0.0014825	0.002847	0.0028438	0.0042145	0.005585	0.0117374	0.0190785	0.0240359	0.0309368	0.0343737	0.0343152	0.0291559	0.0266074	0.0289314	
Blue-winged Teal x Northern Shoveler (hybrid)	1.13E-5	0.0	0.0	2.0E-5	0.0	1.29E-5	1.0E-5	0.0	0.0	5.89E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57E-5	0.0	0.0	0.0	0.0	
Gadwall	0.0134767	0.0140516	0.013223	0.0117049	0.0098008	0.0072828	0.0059784	0.0049808	0.0039842	0.0023419	0.0013991	9.368E-4	6.717E-4	5.374E-4	3.195E-4	1.417E-4	7.13E-5	3.87E-5	2.61E-5	0.0	5.24E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.58E-5	0.0	2.75E-5	2.06E-5	4.82E-5	1.018E-4	0.0011511	0.00388	0.0079419	0.0125376	0.0159457	0.0161795	0.0165017	0.0133267	0.0116669	0.010896	
Eurasian Wigeon	5.987E-4	3.828E-4	2.975E-4	5.01E-5	0.0	4.898E-4	5.39E-4	5.46E-5	2.92E-5	1.47E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.786E-4	0.0	0.0	3.471E-4	5.351E-4	0.0	1.589E-4	8.39E-5	2.594E-4	
American Wigeon	0.0211696	0.0224314	0.0205376	0.0198052	0.0155566	0.0128641	0.0108989	0.010371	0.0091213	0.0068785	0.0055499	0.0036914	0.0022807	0.0013206	8.568E-4	5.196E-4	4.276E-4	3.872E-4	4.703E-4	1.201E-4	1.31E-4	1.506E-4	9.3E-5	5.13E-5	0.0	0.0	0.0	0.0	0.0	0.0	6.58E-5	0.0	0.0015	2.89E-5	0.0	2.06E-5	1.687E-4	6.719E-4	0.0011724	0.0045294	0.0110691	0.0166947	0.0216948	0.0237657	0.0232048	0.0196425	0.0165352	0.0175269	
Eurasian x American Wigeon (hybrid)	1.13E-5	1.42E-5	0.0	0.0	1.45E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17E-5	3.15E-5	0.0	0.0	0.0	0.0	
Eurasian/American Wigeon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17E-5	0.0	0.0	0.0	0.0	0.0	
Mallard	0.0365103	0.0391912	0.036992	0.0379882	0.0401166	0.0416731	0.0461006	0.0424257	0.0416077	0.0422724	0.0428605	0.0425565	0.0405055	0.0394638	0.0359731	0.0326653	0.0331243	0.0364914	0.0354063	0.0322393	0.0314546	0.0278221	0.0275969	0.0218853	0.0200791	0.0195786	0.0167034	0.0174258	0.0166242	0.0166478	0.0165159	0.0170237	0.0173678	0.0204088	0.0195739	0.0196196	0.0201475	0.0217852	0.0213809	0.0238157	0.0298101	0.0305369	0.0339524	0.0366715	0.0381485	0.0389474	0.0398355	0.0385198	
Muscovy Duck x Mallard (hybrid)	3.276E-4	3.403E-4	3.651E-4	2.303E-4	2.755E-4	3.738E-4	3.793E-4	2.729E-4	1.459E-4	2.651E-4	2.798E-4	3.234E-4	2.187E-4	1.843E-4	1.743E-4	2.244E-4	1.425E-4	4.646E-4	3.658E-4	2.602E-4	5.238E-4	3.914E-4	4.961E-4	4.362E-4	2.798E-4	2.179E-4	7.342E-4	2.815E-4	3.4E-4	4.111E-4	3.619E-4	3.351E-4	5.018E-4	8.094E-4	4.118E-4	4.126E-4	4.579E-4	4.683E-4	3.411E-4	3.247E-4	4.275E-4	4.201E-4	4.773E-4	4.722E-4	5.33E-4	4.171E-4	5.875E-4	4.566E-4	
Northern Shoveler x Mallard (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	1.0E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Spot-billed Duck x Mallard (hybrid)	0.0	0.0	9.46E-5	1.0E-5	1.45E-5	2.58E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Black Duck	0.0010958	0.0011343	0.0010005	6.608E-4	5.364E-4	3.867E-4	3.294E-4	2.729E-4	1.897E-4	1.031E-4	1.55E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29E-5	0.0	2.79E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.62E-5	2.25E-5	4.201E-4	6.075E-4	6.138E-4	8.2E-4	8.739E-4	7.722E-4	7.679E-4	
Mallard x American Black Duck (hybrid)	0.0	1.42E-5	2.7E-5	1.0E-5	0.0	0.0	1.0E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25E-5	6.63E-5	4.34E-5	3.15E-5	0.0	1.99E-5	0.0	0.0	
Mallard/American Black Duck	0.0	1.42E-5	0.0	1.0E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04E-5	
Mottled Duck	0.0829276	0.0824802	0.0874098	0.0900343	0.0916867	0.0877546	0.0827395	0.0982656	0.1050481	0.1064911	0.111232	0.1088001	0.107192	0.0997804	0.0880085	0.0870012	0.0913367	0.0933289	0.086752	0.0868921	0.0906186	0.0831953	0.0756589	0.0683498	0.0670585	0.0646567	0.0655653	0.0634084	0.0681625	0.0663515	0.0668202	0.0638726	0.061303	0.0561385	0.0506781	0.0500495	0.0484648	0.048192	0.0525037	0.0601156	0.0709368	0.0696754	0.0772118	0.0789304	0.0786135	0.0772195	0.0731073	0.0748916	
Mallard x Mottled Duck (hybrid)	0.0231578	0.0244307	0.0218491	0.0216775	0.0194131	0.0189095	0.017007	0.0196094	0.0208257	0.0216812	0.0221065	0.0225608	0.0258842	0.0236936	0.0230913	0.0205251	0.0218987	0.0215851	0.0236739	0.0229338	0.0284951	0.0218	0.0197209	0.018986	0.0175604	0.0169996	0.0158223	0.0146622	0.0148564	0.0158942	0.0168449	0.0169791	0.0172842	0.0162172	0.0155109	0.0166488	0.0158336	0.0149442	0.0143676	0.016283	0.019281	0.0188396	0.0198941	0.0217826	0.0212779	0.0227805	0.0269263	0.0202769	
Mallard/Mottled Duck	0.0136123	0.0123501	0.0118439	0.0109439	0.0123235	0.0111498	0.0107591	0.012377	0.0130325	0.0124461	0.0130898	0.0135833	0.014184	0.0137893	0.0134627	0.0135456	0.0143259	0.0152354	0.0157565	0.0144487	0.0155309	0.0148445	0.0128372	0.0120587	0.0117186	0.0119143	0.0109031	0.0111822	0.0114227	0.0113041	0.0108241	0.0125332	0.0126286	0.0114185	0.0105968	0.0107485	0.0101942	0.0108315	0.0095926	0.0108283	0.012014	0.0119848	0.0137545	0.0129059	0.0135703	0.0141609	0.0152761	0.012712	
American Black/Mottled Duck	0.0	0.0015	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	
White-cheeked Pintail	7.343E-4	4.396E-4	1.622E-4	3.204E-4	1.16E-4	3.87E-5	0.0	0.0	0.0	0.0	1.55E-5	0.0	0.0	0.0	0.0	0.0	2.673E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57E-5	0.0	0.0	2.854E-4	2.802E-4	
Northern Pintail	0.0115902	0.0130165	0.01421	0.0178026	0.0115261	0.0080304	0.0057888	0.0042849	0.0021453	0.0011931	8.239E-4	4.238E-4	6.092E-4	4.607E-4	2.469E-4	1.535E-4	7.13E-5	5.81E-5	7.84E-5	1.801E-4	7.071E-4	0.0	6.2E-5	5.13E-5	3.5E-5	3.63E-5	0.0	2.56E-5	0.0	0.0	0.0	0.0	2.79E-5	0.0	0.0	1.857E-4	2.41E-4	4.479E-4	0.0010445	0.0038151	0.0069519	0.0103043	0.0114982	0.0124494	0.0126069	0.0125323	0.0093503	0.0095677	
Green-winged Teal	0.0235193	0.0246718	0.0229983	0.0209666	0.0195146	0.0168342	0.0121365	0.0139054	0.0115293	0.0083956	0.0059541	0.003591	0.0020932	0.0010595	5.519E-4	3.661E-4	3.742E-4	3.291E-4	1.829E-4	1.401E-4	4.452E-4	0.0010539	1.86E-4	2.57E-5	0.0	0.0	0.0	0.0	0.0	3.43E-5	3.29E-5	2.011E-4	1.394E-4	1.734E-4	1.647E-4	7.84E-4	6.025E-4	0.0010994	0.0032189	0.0062664	0.0143314	0.0224881	0.027227	0.0297622	0.029293	0.0267925	0.0222931	0.0220825	
Blue-winged x Green-winged Teal (hybrid)	1.13E-5	1.42E-5	2.7E-5	2.0E-5	0.0	0.0	9.98E-5	5.46E-5	4.38E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04E-5	
Chestnut Teal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Anas sp.	0.0	0.0015	0.0	1.0E-5	1.45E-5	1.29E-5	0.0	0.0	1.46E-5	0.0	0.0	0.0	3.12E-5	0.0	0.0	0.0015	3.56E-5	5.81E-5	2.61E-5	0.0	2.62E-5	6.02E-5	0.0	0.0	0.0	0.0	3.67E-5	0.0	0.0	6.85E-5	0.0	2.23E-5	0.0	0.0	0.0	0.0	0.0	0.0	2.13E-5	4.87E-5	6.75E-5	2.21E-5	2.17E-5	0.0	4.1E-5	0.0	0.0	0.0	
teal sp.	7.91E-5	4.25E-5	4.06E-5	4.01E-5	5.8E-5	2.58E-5	2.99E-5	2.73E-5	2.92E-5	0.0015	4.66E-5	2.23E-5	6.25E-5	7.68E-5	2.9E-5	1.18E-5	0.0	1.94E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.36E-5	0.0	2.75E-5	1.032E-4	2.41E-5	2.04E-5	8.53E-5	8.12E-5	2.25E-4	1.548E-4	3.037E-4	7.87E-5	4.1E-5	9.93E-5	0.0	6.23E-5	
dabbling duck sp.	1.92E-4	2.694E-4	2.028E-4	1.602E-4	3.045E-4	1.289E-4	1.497E-4	8.19E-5	8.76E-5	1.47E-5	1.399E-4	1.338E-4	3.12E-5	1.382E-4	1.452E-4	3.54E-5	7.13E-5	9.68E-5	1.307E-4	1.601E-4	2.357E-4	1.204E-4	1.24E-4	2.053E-4	7.0E-5	3.63E-5	2.203E-4	2.047E-4	1.02E-4	1.028E-4	1.316E-4	1.117E-4	1.951E-4	1.156E-4	1.098E-4	1.032E-4	2.651E-4	1.222E-4	6.4E-5	8.12E-5	2.025E-4	1.99E-4	2.386E-4	3.148E-4	1.64E-4	2.979E-4	1.679E-4	2.491E-4	
Red-crested Pochard	1.13E-5	4.25E-5	1.352E-4	5.01E-5	2.9E-5	0.0	0.0	1.36E-5	0.0	0.0	3.11E-5	3.35E-5	1.25E-4	1.228E-4	7.26E-5	1.417E-4	0.0	0.0	5.23E-5	1.201E-4	2.62E-5	6.02E-5	0.0015	7.7E-5	0.0015	0.0	3.67E-5	0.0	0.0015	3.43E-5	6.58E-5	0.0	2.79E-5	0.0	0.0	0.0	2.41E-5	0.0	0.0	0.0	2.25E-5	6.63E-5	4.34E-5	0.0	0.0	0.0	0.0015	1.04E-5	
Rosy-billed Pochard	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	1.36E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04E-5	
Canvasback	0.0083255	0.0095	0.0080176	0.0076297	0.0055818	0.0040732	0.0027746	0.0025382	0.0013572	8.543E-4	3.42E-4	8.92E-5	0.0	1.54E-5	1.45E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.82E-5	0.0	2.13E-5	2.11E-4	0.0012599	0.002366	0.0055973	0.0072714	0.0084456	0.0076465	0.0062112	0.0066829	
Redhead	0.023203	0.023112	0.0215381	0.0199754	0.0151506	0.0125806	0.0098409	0.0088836	0.0076473	0.0072909	0.0056588	0.0043828	0.0039209	0.0034704	0.0021203	0.0016179	0.0011226	8.711E-4	6.794E-4	8.405E-4	0.0011786	4.517E-4	6.512E-4	5.388E-4	2.449E-4	1.453E-4	1.836E-4	1.535E-4	6.8E-5	1.37E-4	9.87E-5	8.94E-5	0.0015	2.89E-5	8.24E-5	2.06E-5	7.23E-5	2.647E-4	6.821E-4	0.0033605	0.0068395	0.013997	0.0181152	0.0199097	0.0220569	0.0192453	0.0173242	0.0164892	
Canvasback x Redhead (hybrid)	1.13E-5	2.84E-5	0.0	1.0E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04E-5	
Common Pochard	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	
Ring-necked Duck	0.0570699	0.0566741	0.058503	0.0528571	0.0463508	0.0402939	0.033515	0.0359848	0.0322237	0.0221672	0.0155616	0.0075054	0.0041708	0.0026565	0.0018008	0.0014171	0.0016927	0.0015874	0.0014633	0.0015409	0.0036928	0.003282	0.0026047	0.0017703	0.0015741	9.081E-4	0.0010279	8.956E-4	9.519E-4	9.591E-4	8.225E-4	7.819E-4	8.363E-4	8.672E-4	8.785E-4	0.0010728	9.881E-4	0.001303	0.0018119	0.0070619	0.0219132	0.0379002	0.0471211	0.0516235	0.057315	0.0551738	0.051771	0.0496752	
Mallard x Ring-necked Duck (hybrid)	1.13E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.99E-5	1.68E-5	0.0	
Canvasback x Ring-necked Duck (hybrid)	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Redhead x Ring-necked Duck (hybrid)	0.0	0.0	0.0	3.0E-5	0.0	0.0	0.0	0.0	5.84E-5	7.36E-5	1.088E-4	5.58E-5	1.56E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greater Scaup	0.0082239	0.008309	0.0072875	0.0067285	0.0055963	0.0044986	0.0032337	0.0041621	0.0039988	0.0025776	0.0020987	0.0016951	0.0014528	0.0014895	0.0011037	8.267E-4	5.524E-4	5.033E-4	3.136E-4	6.004E-4	6.024E-4	5.119E-4	1.86E-4	2.309E-4	2.798E-4	3.632E-4	4.405E-4	3.327E-4	2.04E-4	3.083E-4	1.316E-4	2.904E-4	3.067E-4	1.445E-4	1.098E-4	0.0	7.23E-5	1.018E-4	2.13E-5	2.435E-4	0.0011474	0.0034937	0.0049681	0.0048318	0.0065187	0.0069911	0.0065133	0.0066829	
Lesser Scaup	0.0594987	0.0631824	0.0625727	0.0688574	0.0605735	0.0504898	0.0395732	0.0426031	0.03847	0.0310783	0.024796	0.0187802	0.0122001	0.0089216	0.0063029	0.0058103	0.0042942	0.0033104	0.0027698	0.0024215	0.002069	0.0024691	0.0014574	0.0020782	0.0013293	0.001235	0.0013583	8.444E-4	8.839E-4	9.249E-4	6.251E-4	0.0010724	9.2E-4	8.961E-4	7.412E-4	3.92E-4	6.025E-4	4.276E-4	6.395E-4	0.0021267	0.012059	0.0302494	0.0401137	0.0426838	0.0447492	0.0460377	0.0490515	0.0485337	
Redhead x Lesser Scaup (hybrid)	0.0	1.42E-5	0.0	1.0E-5	2.9E-5	1.29E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ring-necked Duck x Lesser Scaup (hybrid)	1.13E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	2.08E-5	
Tufted Duck x Lesser Scaup (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47E-5	1.55E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Redhead x scaup sp. (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greater/Lesser Scaup	0.0045186	0.0055299	0.0049755	0.0052867	0.0045234	0.003635	0.0031239	0.0031113	0.0031523	0.0021357	0.0019122	0.001316	7.967E-4	7.217E-4	6.681E-4	5.669E-4	3.385E-4	4.259E-4	3.397E-4	3.402E-4	1.31E-4	3.312E-4	1.24E-4	1.026E-4	1.399E-4	7.26E-5	1.836E-4	1.024E-4	1.02E-4	1.37E-4	6.58E-5	8.94E-5	0.0	5.78E-5	2.75E-5	4.13E-5	9.64E-5	2.04E-5	4.26E-5	1.623E-4	0.0013274	0.0032947	0.0036447	0.0040449	0.0035258	0.0037736	0.0033574	0.0038188	
Aythya sp.	5.987E-4	3.545E-4	5.408E-4	5.507E-4	2.03E-4	2.32E-4	1.797E-4	2.729E-4	2.627E-4	3.093E-4	1.244E-4	1.004E-4	3.12E-5	7.68E-5	5.81E-5	4.72E-5	1.78E-5	3.87E-5	0.0	0.0	2.62E-5	6.02E-5	6.2E-5	2.57E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	1.299E-4	2.025E-4	0.0010393	9.546E-4	0.0011175	9.225E-4	6.951E-4	4.029E-4	5.5E-4	
King Eider	4.293E-4	1.843E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15E-5	0.0019679	5.164E-4	0.0	3.217E-4	
Common Eider	4.52E-5	4.821E-4	6.084E-4	0.0017622	7.394E-4	2.965E-4	2.395E-4	1.501E-4	1.751E-4	8.84E-5	4.66E-5	7.81E-5	0.0015	0.0015	2.9E-5	0.0	7.13E-5	5.81E-5	4.181E-4	8.0E-5	1.833E-4	1.807E-4	3.101E-4	5.13E-5	1.049E-4	1.453E-4	3.67E-5	5.12E-5	6.8E-5	3.43E-5	3.29E-5	2.23E-5	0.0	2.89E-5	2.75E-5	2.06E-5	0.0	0.0	1.066E-4	1.62E-5	4.95E-4	1.327E-4	2.603E-4	2.676E-4	0.0010659	6.753E-4	2.35E-4	4.981E-4	
Harlequin Duck	7.91E-5	5.246E-4	5.003E-4	6.01E-5	1.45E-5	2.58E-5	9.98E-5	6.82E-5	1.897E-4	1.326E-4	0.0	0.0	0.0	0.0	1.45E-5	0.0	3.56E-5	0.0	2.61E-5	0.0015	0.0	2.409E-4	3.411E-4	0.0015	1.049E-4	1.09E-4	3.67E-5	0.0	0.0	3.43E-5	6.58E-5	8.94E-5	0.0010594	8.67E-5	0.0	0.0	0.0	2.04E-5	0.0	0.0	0.0	0.0	0.0015	1.731E-4	1.435E-4	7.349E-4	3.19E-4	1.66E-4	
Surf Scoter	0.0020673	0.0021269	0.0016495	0.0018023	0.0014643	5.929E-4	6.887E-4	7.096E-4	5.692E-4	5.744E-4	3.887E-4	4.572E-4	4.999E-4	6.756E-4	3.34E-4	4.488E-4	7.306E-4	3.678E-4	3.658E-4	5.403E-4	2.357E-4	1.204E-4	1.24E-4	1.026E-4	1.049E-4	1.453E-4	3.304E-4	0.0	3.4E-5	6.85E-5	6.58E-5	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	4.26E-5	2.922E-4	0.0016649	0.0037812	0.0042739	0.0032265	0.0046738	0.0036147	0.0019305	0.0024698	
White-winged Scoter	5.535E-4	2.978E-4	6.76E-4	5.407E-4	3.625E-4	2.578E-4	1.896E-4	9.55E-5	2.481E-4	2.504E-4	7.77E-5	5.58E-5	3.12E-5	6.14E-5	1.307E-4	8.27E-5	3.56E-5	3.87E-5	2.61E-5	6.0E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29E-5	0.0	0.0	0.0	2.75E-5	0.0	0.0	0.0	0.0	3.572E-4	7.424E-4	7.518E-4	7.593E-4	8.499E-4	0.0010454	9.335E-4	4.868E-4	8.821E-4	
Black Scoter	0.0072862	0.0075433	0.0054487	0.0058374	0.0035956	0.0023202	0.0022057	0.0023062	0.0021307	0.0020473	0.0014458	0.0011598	0.0011403	0.001121	9.295E-4	7.676E-4	7.84E-4	8.711E-4	7.055E-4	6.004E-4	6.286E-4	6.624E-4	3.101E-4	3.335E-4	3.148E-4	3.996E-4	6.608E-4	2.559E-4	2.38E-4	5.138E-4	3.29E-5	0.0	0.0	0.0	0.0	0.0	0.0	4.07E-5	1.492E-4	6.818E-4	0.0037572	0.0107465	0.0131687	0.0103247	0.010598	0.0122939	0.00977	0.0084988	
Surf/Black Scoter	1.694E-4	1.134E-4	1.082E-4	1.402E-4	1.015E-4	6.44E-5	6.99E-5	2.73E-5	1.46E-5	0.0	4.66E-5	3.35E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.26E-5	3.25E-5	2.025E-4	4.422E-4	4.773E-4	4.092E-4	4.1E-4	2.979E-4	1.847E-4	3.424E-4	
Common/Black Scoter	0.0	0.0	0.0	1.0E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
